bigram,frequency,bigrams
"('later', 'i')",1,later i
"('really', 'wanted')",1,really wanted
"('there', 'on')",1,there on
"('back', 'but')",1,back but
"('outside', 'of')",1,outside of
"('display', 'around')",1,display around
"('expectations', 'such')",1,expectations such
"('cacti', 'display')",1,cacti display
"('hospitality', 'experiences')",1,hospitality experiences
"('experiences', 'i')",1,experiences i
"('europe', 'till')",1,europe till
"('till', 'date')",1,till date
"('date', 'the')",1,date the
"('very', 'warm')",1,very warm
"('rooms', 'very')",1,rooms very
"('very', 'courteous')",1,very courteous
"('courteous', 'staff')",1,courteous staff
"('were', 'more')",1,were more
"('than', 'willing')",1,than willing
"('make', 'your')",1,make your
"('trip', 'as')",1,trip as
"('as', 'comfortable')",1,as comfortable
"('comfortable', 'as')",1,comfortable as
"('as', 'possible')",1,as possible
"('possible', 'had')",1,possible had
"('their', 'specialty')",1,their specialty
"('specialty', 'restaurant')",1,specialty restaurant
"('just', 'an')",1,just an
"('experience', 'though')",1,experience though
"('best', 'hospitality')",1,best hospitality
"('100', 'staying')",1,100 staying
"('are', '100')",1,are 100
"('gave', 'great')",1,gave great
"('amazing', 'service')",1,amazing service
"('service', 'by')",1,service by
"('ever', 'been')",1,ever been
"('the', 'initial')",1,the initial
"('initial', 'check')",1,initial check
"('in', 'nicole')",1,in nicole
"('nicole', 'helped')",1,nicole helped
"('so', 'sweet')",1,so sweet
"('sweet', 'helpful')",1,sweet helpful
"('recommendations', 'she')",1,recommendations she
"('10', 'next')",1,10 next
"('she', 'definitely')",1,she definitely
"('definitely', 'took')",1,definitely took
"('took', 'our')",1,took our
"('a', '9')",1,a 9
"('9', '10')",1,9 10
"('10', 'to')",1,10 to
"('a', 'solid')",1,a solid
"('solid', '1000')",1,solid 1000
"('1000', '10')",1,1000 10
"('though', 'location')",1,though location
"('not', 'absolute')",1,not absolute
"('absolute', 'city')",1,absolute city
"('stated', 'size')",1,stated size
"('room', 'seemed')",1,room seemed
"('seemed', 'not')",1,seemed not
"('make', 'best')",1,make best
"('best', 'use')",1,best use
"('space', 'just')",1,space just
"('just', 'seemed')",1,just seemed
"('seemed', 'smaller')",1,seemed smaller
"('smaller', 'than')",1,smaller than
"('than', 'stated')",1,than stated
"('size', 'frustrating')",1,size frustrating
"('decor', 'eclectic')",1,decor eclectic
"('frustrating', 'electrically')",1,frustrating electrically
"('electrically', 'operated')",1,electrically operated
"('operated', 'curtains')",1,operated curtains
"('curtains', 'the')",1,curtains the
"('nice', 'bar')",1,nice bar
"('more', 'eclectic')",1,more eclectic
"('eclectic', 'decor')",1,eclectic decor
"('decor', 'nice')",1,decor nice
"('nice', 'cacti')",1,nice cacti
"('eclectic', 'the')",1,eclectic the
"('options', 'decor')",1,options decor
"('center', 'but')",1,center but
"('from', 'corner')",1,from corner
"('but', 'still')",1,but still
"('still', 'it')",1,still it
"('option', 'for')",1,option for
"('us', 'easy')",1,us easy
"('to', 'lovely')",1,to lovely
"('staff', 'comfortable')",1,staff comfortable
"('bed', 'good')",1,bed good
"('good', 'breakfast')",1,good breakfast
"('buffet', 'view')",1,buffet view
"('corner', 'junior')",1,corner junior
"('service', 'options')",1,service options
"('suite', 'not')",1,suite not
"('the', 'greatest')",1,the greatest
"('greatest', 'tatty')",1,greatest tatty
"('tatty', 'warehouse')",1,tatty warehouse
"('warehouse', 'directly')",1,warehouse directly
"('directly', 'opposite')",1,directly opposite
"('opposite', 'expensive')",1,opposite expensive
"('expensive', 'valet')",1,expensive valet
"('parking', 'expensive')",1,parking expensive
"('was', 'heated')",1,was heated
"('heated', 'with')",1,heated with
"('location', 'adjacent')",1,location adjacent
"('even', 'wet')",1,even wet
"('totally', 'out')",1,totally out
"('out', 'room')",1,out room
"('is', 'okay')",1,is okay
"('modernity', 'with')",1,modernity with
"('proofing', 'really')",1,proofing really
"('really', 'horrible')",1,really horrible
"('horrible', 'be')",1,horrible be
"('be', 'very')",1,be very
"('very', 'cautious')",1,very cautious
"('cautious', 'when')",1,cautious when
"('when', 'using')",1,when using
"('using', 'their')",1,using their
"('their', 'in')",1,their in
"('room', 'slippers')",1,room slippers
"('slippers', 'as')",1,slippers as
"('i', 'almost')",1,i almost
"('almost', 'fell')",1,almost fell
"('fell', 'a')",1,fell a
"('few', 'time')",1,few time
"('the', 'laminated')",1,the laminated
"('laminated', 'floor')",1,laminated floor
"('is', 'totally')",1,is totally
"('is', 'location')",1,is location
"('miscalculation', 'it')",1,miscalculation it
"('been', 'given')",1,been given
"('decor', 'has')",1,decor has
"('has', 'to')",1,has to
"('be', 'to')",1,be to
"('to', 'one')",1,to one
"('one', 's')",1,one s
"('s', 'liking')",1,s liking
"('liking', 'it')",1,liking it
"('quite', 'modern')",1,quite modern
"('itself', 'and')",1,itself and
"('given', 'an')",1,given an
"('major', 'miscalculation')",1,major miscalculation
"('upgrade', 'was')",1,upgrade was
"('small', 'and')",1,small and
"('one', 'chair')",1,one chair
"('chair', 'was')",1,chair was
"('so', 'low')",1,so low
"('low', 'that')",1,low that
"('was', 'tough')",1,was tough
"('tough', 'to')",1,tough to
"('get', 'out')",1,get out
"('floor', 'wasn')",1,floor wasn
"('wet', 'poor')",1,wet poor
"('confortable', 'i')",1,confortable i
"('poor', 'excellent')",1,poor excellent
"('stunning', 'and')",1,stunning and
"('service', 'flawless')",1,service flawless
"('flawless', 'staff')",1,flawless staff
"('staff', 'created')",1,staff created
"('created', 'something')",1,created something
"('my', 'vegetarian')",1,my vegetarian
"('vegetarian', 'diet')",1,vegetarian diet
"('diet', 'which')",1,diet which
"('delicious', 'also')",1,delicious also
"('also', 'they')",1,also they
"('they', 'helped')",1,they helped
"('helped', 'print')",1,helped print
"('print', 'off')",1,print off
"('off', 'our')",1,off our
"('our', 'ferry')",1,our ferry
"('ferry', 'tickets')",1,ferry tickets
"('tickets', 'i')",1,tickets i
"('a', 'massage')",1,a massage
"('and', 'used')",1,and used
"('spa', 'the')",1,spa the
"('different', 'water')",1,different water
"('while', 'waiting')",1,while waiting
"('lunch', 'while')",1,lunch while
"('for', 'lunch')",1,for lunch
"('service', 'superb')",1,service superb
"('way', 'every')",1,way every
"('every', 'detail')",1,every detail
"('detail', 'has')",1,detail has
"('been', 'thought')",1,been thought
"('of', 'from')",1,of from
"('pieces', 'to')",1,pieces to
"('rooms', 'comfort')",1,rooms comfort
"('comfort', 'levels')",1,comfort levels
"('levels', 'the')",1,levels the
"('as', 'is')",1,as is
"('in', 'here')",1,in here
"('breakfast', 'pool')",1,breakfast pool
"('pool', 'spa')",1,pool spa
"('staff', 'great')",1,staff great
"('if', 'departing')",1,if departing
"('departing', 'by')",1,departing by
"('by', 'ferry')",1,by ferry
"('islands', 'too')",1,islands too
"('we', 'popped')",1,we popped
"('popped', 'in')",1,popped in
"('and', 'worked')",1,and worked
"('newish', 'and')",1,newish and
"('and', 'newish')",1,and newish
"('shower', 'everything')",1,shower everything
"('too', 'firm')",1,too firm
"('firm', 'for')",1,firm for
"('taste', 'the')",1,taste the
"('and', 'served')",1,and served
"('which', 'has')",1,which has
"('view', 'but')",1,view but
"('is', 'hard')",1,is hard
"('enjoy', 'because')",1,enjoy because
"('sun', 'is')",1,sun is
"('too', 'bright')",1,too bright
"('bright', 'the')",1,bright the
"('need', 'solar')",1,need solar
"('solar', 'shades')",1,solar shades
"('shades', 'on')",1,shades on
"('windows', 'service')",1,windows service
"('was', 'outstanding')",1,was outstanding
"('outstanding', 'my')",1,outstanding my
"('i', 'enjoyed')",1,i enjoyed
"('enjoyed', 'two')",1,enjoyed two
"('our', 'restaurant')",1,our restaurant
"('service', 'of')",1,service of
"('yard', 'the')",1,yard the
"('ship', 'yard')",1,ship yard
"('a', 'ship')",1,a ship
"('service', 'kind')",1,service kind
"('just', 'the')",1,just the
"('is', 'smooth')",1,is smooth
"('impeccable', 'full')",1,impeccable full
"('of', 'neapolitan')",1,of neapolitan
"('neapolitan', 'delicacies')",1,neapolitan delicacies
"('delicacies', 'i')",1,delicacies i
"('to', 'mention')",1,to mention
"('mention', 'waiter')",1,mention waiter
"('waiter', 'francesco')",1,waiter francesco
"('professional', 'see')",1,professional see
"('basically', 'looking')",1,basically looking
"('you', 'and')",1,you and
"('and', 'thanks')",1,and thanks
"('thanks', 'we')",1,thanks we
"('harbor', 'deluxe')",1,harbor deluxe
"('deluxe', 'view')",1,deluxe view
"('and', 'while')",1,and while
"('not', 'so')",1,not so
"('much', 'we')",1,much we
"('were', 'basically')",1,were basically
"('of', 'every')",1,of every
"('person', 'with')",1,person with
"('with', 'whom')",1,with whom
"('pistachios', 'as')",1,pistachios as
"('manager', 'apologized')",1,manager apologized
"('apologized', 'credited')",1,apologized credited
"('credited', 'us')",1,credited us
"('ride', 'and')",1,ride and
"('sent', 'a')",1,sent a
"('prosecco', 'and')",1,prosecco and
"('lovely', 'chocolate')",1,lovely chocolate
"('chocolate', 'cake')",1,chocolate cake
"('with', 'pistachios')",1,with pistachios
"('had', 'just')",1,had just
"('was', 'close')",1,was close
"('just', 'left')",1,just left
"('left', 'a')",1,left a
"('difficult', 'bath')",1,difficult bath
"('bath', 'to')",1,bath to
"('into', 'i')",1,into i
"('was', 'delighted')",1,was delighted
"('delighted', 'by')",1,delighted by
"('modern', 'stall')",1,modern stall
"('stall', 'shower')",1,stall shower
"('close', 'we')",1,close we
"('so', 'even')",1,so even
"('whom', 'we')",1,whom we
"('someone', 'made')",1,someone made
"('interacted', 'we')",1,interacted we
"('ll', 'definitely')",1,ll definitely
"('definitely', 'be')",1,definitely be
"('back', 'we')",1,back we
"('got', 'off')",1,got off
"('off', 'to')",1,off to
"('bad', 'start')",1,bad start
"('start', 'as')",1,start as
"('as', 'someone')",1,as someone
"('made', 'an')",1,made an
"('suitcases', 'so')",1,suitcases so
"('an', 'error')",1,an error
"('error', 'and')",1,error and
"('the', 'wrong')",1,the wrong
"('wrong', 'time')",1,wrong time
"('arrival', 'on')",1,arrival on
"('ferry', 'so')",1,ferry so
"('not', 'met')",1,not met
"('met', 'we')",1,met we
"('large', 'suitcases')",1,large suitcases
"('heat', 'experiences')",1,heat experiences
"('experiences', 'with')",1,experiences with
"('with', 'animated')",1,with animated
"('grazie', 'a')",1,grazie a
"('the', 'attention')",1,the attention
"('attention', 'he')",1,attention he
"('he', 'received')",1,he received
"('received', 'the')",1,received the
"('was', 'unbelievable')",1,was unbelievable
"('unbelievable', 'each')",1,unbelievable each
"('course', 'brought')",1,course brought
"('brought', 'something')",1,brought something
"('something', 'different')",1,something different
"('different', 'it')",1,different it
"('outstanding', 'the')",1,outstanding the
"('and', 'introduced')",1,and introduced
"('introduced', 'each')",1,introduced each
"('course', 'succinctly')",1,course succinctly
"('succinctly', 'and')",1,succinctly and
"('attentive', 'to')",1,attentive to
"('needs', 'rooms')",1,needs rooms
"('were', 'cleaned')",1,were cleaned
"('we', 'looked')",1,we looked
"('looked', 'forward')",1,looked forward
"('the', 'little')",1,the little
"('who', 'enjoyed')",1,who enjoyed
"('grandson', 'who')",1,grandson who
"('old', 'grandson')",1,old grandson
"('nothing', 'too')",1,nothing too
"('tutti', 'e')",1,tutti e
"('e', 'ci')",1,e ci
"('ci', 'vediamo')",1,ci vediamo
"('vediamo', 'a')",1,vediamo a
"('a', 'prossima')",1,a prossima
"('prossima', 'volta')",1,prossima volta
"('volta', 'superb')",1,volta superb
"('superb', 'hotel')",1,superb hotel
"('hotel', 'nothing')",1,hotel nothing
"('who', 'spoke')",1,who spoke
"('month', 'old')",1,month old
"('spoke', 'english')",1,spoke english
"('english', 'better')",1,english better
"('better', 'than')",1,better than
"('than', 'my')",1,than my
"('my', 'italian')",1,my italian
"('italian', 'they')",1,italian they
"('fantastic', 'with')",1,fantastic with
"('our', '10')",1,our 10
"('10', 'month')",1,10 month
"('little', 'treats')",1,little treats
"('treats', 'that')",1,treats that
"('were', 'left')",1,were left
"('thought', 'i')",1,thought i
"('are', 'exquisite')",1,are exquisite
"('exquisite', 'and')",1,exquisite and
"('gives', 'you')",1,gives you
"('you', 'a')",1,you a
"('great', 'feeling')",1,great feeling
"('feeling', 'for')",1,feeling for
"('port', 'highly')",1,port highly
"('recommend', 'stayed')",1,recommend stayed
"('honeymoon', 'thought')",1,honeymoon thought
"('would', 'splurge')",1,would splurge
"('breakfast', 'of')",1,breakfast of
"('splurge', 'with')",1,splurge with
"('a', 'wellness')",1,a wellness
"('suite', 'massage')",1,suite massage
"('and', 'reservations')",1,and reservations
"('reservations', 'at')",1,reservations at
"('restaurant', 'to')",1,restaurant to
"('make', 'it')",1,make it
"('it', 'special')",1,it special
"('incredibly', 'excited')",1,incredibly excited
"('vesuvius', 'are')",1,vesuvius are
"('views', 'for')",1,views for
"('behind', 'would')",1,behind would
"('and', 'drink')",1,and drink
"('come', 'here')",1,come here
"('again', 'great')",1,again great
"('very', 'knowledge')",1,very knowledge
"('knowledge', 'staff')",1,knowledge staff
"('staff', 'ask')",1,staff ask
"('ask', 'them')",1,ask them
"('them', 'for')",1,them for
"('for', 'places')",1,for places
"('eat', 'and')",1,eat and
"('drink', 'excellent')",1,drink excellent
"('deck', 'views')",1,deck views
"('excellent', 'facilities')",1,excellent facilities
"('we', 'very')",1,we very
"('very', 'much')",1,very much
"('much', 'enjoyed')",1,much enjoyed
"('enjoyed', 'spending')",1,enjoyed spending
"('spending', 'time')",1,spending time
"('time', 'out')",1,time out
"('out', 'on')",1,out on
"('tub', 'deck')",1,tub deck
"('a', 'tutti')",1,a tutti
"('manager', 'grazie')",1,manager grazie
"('animated', 'tv')",1,animated tv
"('great', 'manager')",1,great manager
"('other', 'great')",1,other great
"('restaurants', 'however')",1,restaurants however
"('however', 'especially')",1,however especially
"('especially', 'us')",1,especially us
"('us', 'travellers')",1,us travellers
"('travellers', 'must')",1,travellers must
"('get', 'used')",1,get used
"('are', 'rather')",1,are rather
"('rather', 'small')",1,rather small
"('terrace', 'offers')",1,terrace offers
"('a', 'spectacular')",1,a spectacular
"('spectacular', 'view')",1,spectacular view
"('the', 'vesuvio')",1,the vesuvio
"('friendly', 'helpfil')",1,friendly helpfil
"('helpfil', 'and')",1,helpfil and
"('professional', 'everyone')",1,professional everyone
"('everyone', 'from')",1,everyone from
"('the', 'receptionists')",1,the receptionists
"('receptionists', 'the')",1,receptionists the
"('bell', 'captain')",1,bell captain
"('captain', 'waiters')",1,captain waiters
"('places', 'and')",1,places and
"('pizza', 'places')",1,pizza places
"('best', 'pizza')",1,best pizza
"('staying', 'when')",1,staying when
"('tv', 'screens')",1,tv screens
"('screens', 'showing')",1,screens showing
"('showing', 'relaxing')",1,showing relaxing
"('relaxing', 'views')",1,relaxing views
"('great', 'staff')",1,great staff
"('is', 'situated')",1,is situated
"('situated', 'close')",1,situated close
"('ferry', 'harbour')",1,ferry harbour
"('be', 'staying')",1,be staying
"('s', 'only')",1,s only
"('you', 'find')",1,you find
"('ferry', 'terminals')",1,ferry terminals
"('terminals', 'where')",1,terminals where
"('a', 'boat')",1,a boat
"('boat', 'bringing')",1,boat bringing
"('bringing', 'you')",1,bringing you
"('capri', 'procida')",1,capri procida
"('procida', 'or')",1,procida or
"('s', 'also')",1,s also
"('city', 'where')",1,city where
"('waiters', 'and')",1,waiters and
"('the', 'chamber')",1,the chamber
"('chamber', 'mates')",1,chamber mates
"('to', 'thanks')",1,to thanks
"('of', 'vesuvio')",1,of vesuvio
"('vesuvio', 'is')",1,vesuvio is
"('main', 'selling')",1,main selling
"('selling', 'point')",1,selling point
"('be', 'we')",1,be we
"('have', 'spent')",1,have spent
"('spent', 'really')",1,spent really
